GDAY_DS,T_ID,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,득점권_타율
20200719,HH,37,34,2,8,2,0,0,10,2,0,1,1,1,1,14,0,0,1,.125
20200719,HT,38,32,4,8,0,1,0,10,4,0,0,6,0,0,5,1,0,0,.571
20200719,KT,33,32,2,5,0,0,1,8,2,0,0,1,0,0,9,0,0,0,.000
20200719,LG,34,32,6,7,1,1,1,13,5,0,0,1,1,0,4,0,0,0,.750
20200719,LT,31,29,2,6,1,0,1,10,2,0,0,1,0,0,7,3,1,0,.000
20200719,NC,40,36,8,12,1,1,1,18,8,0,0,4,0,0,8,1,0,0,.625
20200719,OB,41,37,8,11,3,0,1,17,8,2,1,2,2,1,4,0,0,0,.364
20200719,SK,37,30,4,6,0,0,0,6,3,0,0,7,0,0,10,0,0,0,.250
20200719,SS,34,31,1,7,0,0,1,10,1,2,1,3,0,0,9,1,0,0,.000
20200719,WO,37,33,3,7,0,0,1,10,3,1,0,3,1,0,4,1,0,0,.333
20200721,HH,32,29,2,3,0,0,1,6,2,0,0,2,1,0,7,1,0,0,
20200721,HT,50,41,10,16,2,0,2,24,9,0,1,8,1,0,8,2,0,0,.333
20200721,KT,39,34,10,12,0,0,3,21,10,1,0,4,0,0,7,1,1,0,.625
20200721,LG,44,38,9,13,4,0,2,23,9,0,1,6,0,0,7,1,0,0,.200
20200721,LT,40,35,7,10,1,0,1,14,7,1,0,5,0,0,4,1,0,0,.500
20200721,NC,42,38,6,13,3,0,3,25,6,0,2,2,1,1,7,0,1,0,.429
20200721,OB,32,31,6,7,2,1,1,14,6,2,0,1,0,0,6,0,0,0,.800
20200721,SK,40,34,8,13,1,0,3,23,8,2,0,4,0,0,6,1,1,1,.250
20200721,SS,41,36,5,9,0,0,1,12,5,3,0,4,0,0,7,2,1,0,.286
20200721,WO,36,35,1,9,1,0,0,10,1,0,1,1,0,0,9,0,0,0,.167
20200722,HH,35,29,1,4,1,0,0,5,1,0,0,5,0,0,14,1,1,0,.000
20200722,HT,37,30,2,5,0,0,0,5,2,0,0,3,1,0,10,0,3,0,.111
20200724,HH,36,29,4,5,0,0,0,5,3,1,2,7,0,0,11,1,0,0,.250
20200724,KT,39,33,2,6,1,0,1,10,1,2,1,6,0,0,10,0,0,0,.000
20200724,LG,46,40,8,15,2,1,2,25,8,1,0,5,1,1,3,1,0,0,.250
20200724,LT,40,33,4,9,1,0,0,10,3,2,2,6,0,0,8,1,1,0,.182
20200724,NC,37,32,3,7,2,0,1,12,3,1,0,3,0,0,11,0,2,0,.333
20200724,OB,35,31,1,8,3,0,0,11,1,1,1,4,0,0,4,2,0,0,.167
20200724,SK,40,34,7,8,1,0,3,18,7,1,0,5,0,0,13,0,0,1,.200
20200724,WO,34,31,2,6,2,0,1,11,2,1,0,2,0,0,12,1,0,1,.200
20200725,HT,37,31,8,11,2,0,0,13,8,0,0,3,0,1,9,1,2,1,.500
20200725,KT,33,29,6,8,4,0,1,15,6,0,1,4,0,0,9,2,0,0,.333
20200725,LG,36,35,3,10,3,0,0,13,2,0,0,1,0,0,8,3,0,0,.429
20200725,LT,40,35,6,9,2,0,0,11,6,0,1,3,2,0,11,0,0,0,.400
20200725,NC,36,31,2,6,0,0,0,6,2,0,1,4,0,0,3,0,0,1,.250
20200725,OB,34,31,7,10,4,0,1,17,7,0,1,2,0,0,6,0,0,1,.571
20200725,SS,38,32,2,7,1,0,0,8,2,1,1,6,0,0,10,0,0,0,.000
20200725,WO,36,27,3,3,1,0,0,4,3,0,0,6,1,0,8,1,1,1,.167
20200726,HH,38,34,4,8,2,0,1,13,4,0,0,4,0,0,8,1,0,0,.200
20200726,HT,41,37,8,12,2,1,0,16,6,0,0,3,1,0,5,0,0,0,.385
20200726,KT,36,34,5,8,0,0,3,17,5,2,0,2,0,0,8,1,0,0,.167
20200726,LG,36,33,4,7,0,1,0,9,4,2,0,2,0,0,8,1,0,1,.167
20200726,LT,37,34,1,8,3,0,0,11,1,1,0,3,0,0,4,2,0,0,.200
20200726,NC,34,32,4,7,1,0,2,14,4,1,0,1,0,0,7,1,0,1,.250
20200726,OB,40,32,3,8,2,0,1,13,3,0,0,6,1,1,5,1,1,0,.333
20200726,SK,42,35,7,10,2,0,0,12,7,1,0,5,2,0,5,1,0,0,.313
20200726,SS,43,36,5,12,4,0,1,19,5,1,0,4,0,0,4,0,2,1,.083
20200726,WO,40,35,8,13,4,0,0,17,8,0,1,4,1,1,5,1,0,0,.313
20200727,HH,35,29,5,5,3,0,0,8,5,1,0,5,0,0,5,2,1,0,.286
20200727,SK,37,32,5,10,3,0,1,16,5,1,0,3,1,0,5,3,1,0,.429
20200728,LG,58,49,24,23,3,1,6,46,23,0,0,7,2,1,6,1,0,0,.421
20200728,LT,46,36,11,14,3,0,2,23,11,0,0,8,0,1,6,1,1,1,.500
20200728,NC,46,42,9,17,3,0,2,26,8,2,0,4,0,0,7,1,0,0,.400
20200728,OB,38,36,2,9,2,0,1,14,2,0,0,2,0,0,4,0,0,0,.111
20200728,SK,41,34,7,8,3,0,2,17,7,0,0,5,2,0,10,1,0,0,.214
20200728,WO,43,34,6,8,2,0,1,13,5,0,0,5,2,1,6,0,1,1,.167
20200729,HH,49,44,12,18,1,0,1,22,8,0,0,3,1,0,7,1,0,1,.500
20200729,LG,45,36,11,13,0,0,3,22,11,1,0,8,1,0,7,2,0,0,.500
20200729,SK,44,40,6,14,1,0,4,27,6,2,0,3,1,0,5,0,0,0,.154
20200729,SS,44,34,7,9,1,0,2,16,7,1,1,8,2,0,7,1,0,0,.111
20200730,HH,43,37,1,3,0,0,0,3,1,0,0,4,2,0,12,0,0,0,.000
20200730,HT,36,33,1,8,3,0,0,11,1,0,0,1,1,0,8,1,1,0,.000
20200730,KT,38,31,4,11,2,0,0,13,4,1,3,3,2,0,6,1,2,0,.364
20200730,LG,45,39,9,13,3,0,1,19,9,1,0,5,1,0,6,1,0,0,.467
20200730,OB,41,36,5,10,0,0,2,16,5,2,0,3,1,0,8,0,1,0,.143
20200730,SK,34,30,1,4,3,0,0,7,1,0,0,3,1,0,8,0,0,0,.125
20200730,SS,46,36,2,6,2,0,0,8,1,3,0,7,1,1,12,0,2,0,.067
20200730,WO,39,34,8,13,2,0,1,18,8,2,0,3,1,0,2,2,1,0,.500
20200731,HH,37,34,2,10,1,0,0,11,2,0,1,2,0,0,4,0,0,1,.125
20200731,HT,38,34,3,8,1,0,0,9,2,0,0,4,0,0,10,1,0,0,.167
20200731,KT,42,39,11,16,3,0,4,31,11,0,1,3,0,0,8,0,0,0,.455
20200731,LG,31,29,1,4,2,0,0,6,1,0,1,2,0,0,9,0,0,0,.200
20200731,LT,36,33,2,6,2,0,0,8,1,0,0,3,0,0,5,3,0,0,.182
20200731,NC,42,37,10,14,4,0,1,21,10,2,0,3,2,0,7,1,0,0,.400
20200731,OB,44,39,7,14,2,0,1,19,7,2,0,4,0,0,8,1,1,0,.286
20200731,SK,36,31,1,4,0,0,1,7,1,0,0,5,0,0,5,1,0,0,.000
20200731,SS,40,35,3,8,1,0,0,9,3,0,1,3,2,1,5,0,0,0,.182
20200731,WO,42,36,10,10,2,0,3,21,9,1,0,6,0,0,7,1,0,0,.417
20200801,HH,40,34,6,8,2,0,1,13,6,1,0,5,1,0,8,0,0,0,.300
20200801,HT,36,34,3,9,2,0,1,14,3,0,0,2,0,0,9,1,0,0,.286
20200801,KT,41,36,11,13,1,1,3,25,10,0,0,5,0,0,2,2,0,0,.111
20200801,LG,41,39,9,15,3,0,0,18,9,0,0,1,1,0,7,0,0,0,.615
20200801,LT,37,31,7,10,3,0,2,19,6,0,1,5,0,0,3,2,0,1,.091
20200801,NC,52,45,10,15,4,0,2,25,10,2,0,7,0,0,8,0,0,0,.357
20200801,OB,51,45,12,17,2,1,0,21,12,2,0,4,0,1,9,1,1,1,.667
20200801,SK,34,32,0,6,1,0,0,7,0,0,0,2,0,0,5,1,0,0,.000
20200801,SS,40,34,7,8,4,0,0,12,7,0,1,4,2,0,8,0,0,0,.667
20200801,WO,62,48,22,23,7,0,1,33,21,1,0,11,1,0,6,0,1,1,.480
20200802,HT,32,30,0,4,2,0,0,6,0,0,0,2,0,0,10,1,0,0,.000
20200802,LT,39,34,8,11,4,0,0,15,8,0,0,4,0,0,6,2,1,0,.533
20200802,NC,47,42,4,8,1,0,2,15,4,0,0,3,2,0,10,1,0,0,.222
20200802,OB,51,48,7,15,5,0,0,20,7,2,1,2,0,0,8,2,0,1,.308
20200802,SS,41,39,2,10,1,0,1,14,2,1,0,2,0,0,8,0,0,0,.167
20200802,WO,41,38,4,10,2,0,0,12,4,0,0,2,0,1,4,2,0,1,.333
20200804,HT,40,36,5,8,1,0,1,12,5,0,0,4,0,0,10,0,0,0,.333
20200804,KT,38,32,4,11,1,0,0,12,3,1,1,4,0,0,9,3,2,0,.167
20200804,LG,47,41,15,16,1,2,3,30,15,0,0,5,1,0,9,1,0,0,.538
20200804,LT,46,41,8,15,3,0,1,21,8,0,0,4,1,0,2,1,0,0,.417
20200804,OB,37,36,3,9,1,0,1,13,3,0,0,1,0,0,4,0,0,0,.000
20200804,SK,33,31,0,6,1,0,0,7,0,0,0,2,0,0,6,1,0,0,.000
20200804,SS,41,34,6,7,2,0,1,12,5,1,0,6,1,1,10,0,0,0,.333
20200804,WO,38,34,2,10,0,0,1,13,2,0,0,3,0,0,7,2,1,0,.200
20200805,HH,43,33,8,12,2,0,1,17,6,0,0,5,2,0,5,2,1,2,.250
20200805,HT,38,35,4,9,1,0,0,10,4,1,0,2,0,0,11,0,1,0,.500
20200805,KT,36,34,3,10,1,0,1,14,3,0,2,1,1,0,3,1,0,0,.286
20200805,LG,41,35,6,11,3,0,2,20,6,0,1,5,0,0,10,2,1,0,.300
20200805,NC,43,30,5,6,0,1,0,8,5,0,0,9,2,1,4,1,1,1,.182
20200805,OB,32,28,2,4,0,0,0,4,2,1,1,3,1,0,4,0,0,0,.000
20200805,SS,40,34,2,12,2,0,0,14,2,1,1,4,0,2,4,1,2,0,.167
20200805,WO,46,40,12,15,2,0,1,20,12,0,0,5,1,0,7,0,0,0,.471
20200806,HH,34,29,1,5,0,0,0,5,1,0,1,4,0,0,6,1,1,0,.200
20200806,HT,42,35,13,12,3,0,4,27,13,2,0,6,1,0,8,1,0,0,.385
20200806,KT,34,32,2,4,1,0,1,8,2,1,0,2,0,0,9,0,0,0,.000
20200806,LG,30,28,1,4,0,0,0,4,1,0,0,1,0,0,7,0,0,1,0
20200806,LT,39,33,8,6,0,0,2,12,8,0,0,4,2,0,6,0,0,0,.400
20200806,NC,39,32,4,8,1,0,2,15,4,0,2,7,0,0,4,1,0,0,.143
20200806,OB,36,31,5,7,1,1,0,10,5,0,0,4,0,0,7,0,1,0,.231
20200806,SK,35,33,2,8,1,0,1,12,2,0,0,1,0,0,8,1,0,1,.000
20200806,SS,40,38,2,11,0,0,0,11,2,3,0,2,0,0,7,0,0,0,.100
20200806,WO,35,28,3,7,2,0,1,12,3,1,0,5,0,1,4,1,1,1,.000
20200807,LG,39,36,5,10,0,1,1,15,5,0,0,2,0,0,10,1,0,1,.250
20200807,LT,49,39,8,12,2,0,2,20,7,0,0,8,1,0,6,1,0,1,.133
20200807,OB,38,35,4,11,1,0,0,12,4,2,0,1,0,0,2,1,0,2,.286
20200807,SK,34,32,0,4,1,0,0,5,0,0,0,2,0,0,7,0,0,0,.000
20200807,SS,36,29,2,6,1,0,1,10,2,2,2,4,2,0,7,1,1,0,.200
20200807,WO,38,32,2,6,2,0,0,8,2,0,0,4,1,0,8,0,0,1,.000
20200808,HT,28,28,3,4,1,0,1,8,3,0,0,0,0,0,9,0,0,0,.500
20200808,LG,35,32,1,8,2,0,1,13,1,0,0,3,0,0,4,0,0,0,.667
20200808,LT,24,22,1,6,1,0,0,7,1,0,0,1,0,0,6,1,0,1,.000
20200808,NC,40,31,2,6,1,2,0,11,2,2,1,7,2,0,6,1,0,0,.375
20200808,OB,16,16,1,3,0,0,1,6,1,0,0,0,0,0,0,2,0,0,
20200808,SK,22,19,4,3,2,1,0,7,2,0,0,2,1,0,0,0,0,0,.143
20200808,SS,19,17,2,5,1,0,1,9,2,0,1,1,0,0,1,0,0,1,.000
20200808,WO,35,32,5,9,1,0,1,13,5,1,0,3,0,0,7,1,0,0,.250
20200809,HH,38,34,3,8,1,0,1,12,2,0,0,3,0,0,12,1,0,1,.100
20200809,HT,41,32,1,4,0,0,0,4,1,0,0,9,0,0,7,0,0,0,.000
20200809,KT,42,37,6,12,5,0,1,20,6,0,0,5,0,0,9,1,0,0,.250
20200809,LG,31,30,1,4,2,0,1,9,1,0,0,1,0,0,8,1,0,0,.000
20200809,NC,45,39,8,14,2,1,1,21,7,0,0,5,1,0,8,2,0,0,.333
20200809,WO,34,28,2,7,0,0,0,7,1,2,0,3,1,0,6,2,2,0,.100
20200811,HH,55,44,7,10,1,0,1,14,7,0,1,6,2,1,10,0,2,1,.214
20200811,HT,43,35,8,11,3,0,0,14,8,0,0,6,1,0,3,1,1,0,.455
20200811,KT,38,31,6,11,2,0,1,16,6,0,1,6,0,0,8,2,0,1,.333
20200811,LG,37,36,4,9,2,0,1,14,4,0,0,1,0,0,11,0,0,0,.333
20200811,OB,39,33,6,9,1,0,1,13,6,0,0,6,0,0,4,2,0,0,.286
20200811,SK,34,30,1,4,0,0,0,4,0,0,0,4,0,0,8,2,0,0,.000
20200811,SS,36,34,1,8,0,0,1,11,1,0,0,2,0,0,5,1,0,0,.000
20200811,WO,56,45,5,12,1,0,1,16,5,2,0,7,1,0,13,0,2,1,.308
20200812,HH,38,34,2,4,1,0,1,8,2,1,0,2,2,0,8,0,0,0,.250
20200812,HT,35,29,0,2,0,0,0,2,0,0,0,5,1,0,14,0,0,0,.000
20200812,KT,30,27,2,2,1,0,0,3,1,0,0,2,1,0,3,2,0,0,.000
20200812,LG,37,34,8,12,5,0,0,17,8,1,0,3,0,0,9,2,0,0,.538
20200812,LT,41,33,8,13,3,0,1,19,8,0,1,4,2,0,4,1,2,0,.214
20200812,NC,41,35,4,9,1,0,0,10,4,0,0,5,0,0,8,0,1,0,.250
20200812,OB,50,45,15,24,2,0,2,32,14,0,0,3,0,0,2,3,0,2,.474
20200812,SK,46,36,11,12,3,0,1,18,11,1,0,9,1,0,5,1,0,0,.357
20200812,SS,43,42,8,16,4,0,2,26,7,0,1,1,0,0,6,1,0,0,.308
20200812,WO,39,30,3,9,2,0,1,14,3,1,2,6,1,0,3,3,1,1,.091
20200813,HH,39,32,3,9,0,0,0,9,3,0,0,4,2,0,10,2,1,0,.250
20200813,HT,33,32,2,5,1,0,1,9,1,1,0,1,0,0,8,0,0,0,.200
20200813,KT,48,36,6,10,2,0,1,15,5,1,0,11,0,0,17,1,0,1,.077
20200813,LG,35,29,4,8,1,0,2,15,4,0,1,4,1,0,6,0,1,0,.167
20200813,LT,33,33,2,7,1,0,0,8,2,0,0,0,0,0,6,1,0,0,.250
20200813,NC,43,39,9,14,1,0,1,18,8,0,0,3,1,0,7,1,0,0,.417
20200813,OB,39,28,2,4,0,0,1,7,2,1,1,9,0,0,11,1,1,1,.000
20200813,SK,47,41,10,16,1,0,1,20,10,0,0,4,0,0,5,0,0,2,.313
20200813,SS,38,33,3,9,1,0,2,16,3,1,0,4,1,0,5,0,0,0,.125
20200813,WO,36,31,6,11,1,1,1,17,6,1,0,3,0,0,4,1,2,0,.273
20200814,HH,33,30,1,4,1,0,0,5,1,0,0,2,1,0,8,1,0,0,.200
20200814,HT,40,31,7,7,2,0,1,12,6,0,0,8,1,0,3,0,0,0,.375
20200814,KT,49,47,5,12,3,0,0,15,4,2,0,1,0,0,7,0,1,0,.167
20200814,LG,49,43,10,18,2,1,4,34,10,0,0,5,0,0,6,1,1,0,.125
20200814,LT,38,31,5,11,2,0,0,13,5,0,1,5,0,1,6,0,1,1,.308
20200814,NC,40,36,4,8,3,0,0,11,4,1,0,3,1,0,13,0,0,0,.444
20200814,OB,53,45,3,10,0,0,2,16,3,2,0,8,0,2,9,1,0,0,.000
20200814,SK,43,31,6,12,1,0,0,13,6,3,2,8,1,0,6,2,2,1,.333
20200814,SS,44,41,10,15,4,0,1,22,10,2,0,3,0,0,6,1,0,0,.389
20200814,WO,35,32,1,5,2,0,0,7,1,0,0,3,0,0,7,1,0,0,.125
20200815,HH,35,30,0,7,0,0,0,7,0,1,3,5,0,0,7,1,0,0,.000
20200815,HT,44,41,10,17,2,1,1,24,10,0,0,3,0,0,5,0,0,0,.462
20200815,KT,41,34,5,7,2,1,1,14,4,1,0,6,1,0,8,0,0,0,.125
20200815,LG,45,40,13,15,4,0,2,25,11,0,0,3,1,0,9,0,0,1,.400
20200815,LT,36,35,1,7,0,0,0,7,1,0,0,1,0,0,6,1,0,0,.000
20200815,NC,38,34,4,10,0,0,2,16,4,0,0,2,1,0,13,1,0,1,.143
20200815,OB,41,38,7,13,1,0,1,17,7,3,0,3,0,0,3,1,0,0,.333
20200815,SK,36,33,3,9,2,0,0,11,3,0,1,3,0,0,1,2,0,0,.286
20200815,SS,34,29,2,3,0,0,1,6,2,0,0,4,0,0,11,0,1,0,.000
20200815,WO,36,34,3,9,4,0,0,13,3,0,0,2,0,0,4,1,0,0,.400
20200816,HH,31,26,3,2,1,0,0,3,3,0,0,4,1,0,4,1,0,0,.250
20200816,HT,41,38,8,15,2,0,1,20,7,0,1,3,0,0,10,0,0,0,.462
20200816,KT,41,35,4,11,5,0,0,16,4,1,0,3,0,0,5,1,2,1,.200
20200816,LG,41,32,6,7,0,0,2,13,6,0,1,8,0,0,3,1,1,0,.250
20200816,LT,36,30,3,6,1,0,0,7,3,3,0,4,1,0,5,3,0,1,.250
20200816,NC,37,34,5,9,5,0,0,14,5,0,0,2,1,0,6,2,0,0,.400
20200816,OB,35,28,1,3,1,0,0,4,1,1,0,6,1,0,6,2,0,0,.111
20200816,SK,41,34,5,7,2,0,0,9,5,0,0,7,0,0,13,0,0,0,.273
20200816,SS,34,32,2,5,1,0,2,12,2,1,0,1,1,0,9,0,0,0,.000
20200816,WO,41,35,6,9,5,0,1,17,5,1,0,2,3,0,4,0,0,1,.231
20200818,HH,43,32,3,6,2,0,0,8,3,0,0,7,4,0,16,0,0,0,.235
20200818,HT,46,40,5,11,2,0,0,13,5,0,0,5,0,0,8,0,1,0,.333
20200818,KT,42,33,6,9,1,0,1,13,5,0,0,8,0,0,7,0,0,1,.300
20200818,LG,40,37,6,12,1,0,2,19,6,1,0,2,0,0,13,2,0,1,.400
20200818,LT,36,34,2,6,0,1,1,11,2,0,0,2,0,0,7,0,0,0,.000
20200818,NC,32,27,5,7,3,0,1,13,5,0,1,2,1,0,4,1,1,1,.600
20200818,OB,50,43,9,16,2,0,0,18,7,1,0,3,2,0,10,0,1,1,.250
20200818,SK,40,31,9,8,2,0,2,16,8,0,0,5,2,0,4,0,1,1,.222
20200818,SS,37,32,3,6,3,0,0,9,2,0,0,3,1,0,6,1,0,1,.222
20200818,WO,35,34,1,7,0,0,0,7,1,1,0,0,1,0,6,0,0,0,.333
20200819,HH,43,40,6,12,2,0,2,20,5,0,0,3,0,0,8,0,0,0,.200
20200819,HT,36,34,1,8,0,0,0,8,1,0,0,2,0,0,9,1,0,0,.200
20200819,KT,37,31,6,6,1,0,1,10,6,0,0,4,1,0,8,1,0,1,.333
20200819,LG,45,34,10,12,2,2,1,21,9,1,0,9,1,0,3,2,0,1,.375
20200819,LT,35,31,7,10,3,0,0,13,6,4,0,1,0,0,3,1,2,1,.400
20200819,NC,40,36,4,7,1,0,1,11,4,0,0,4,0,0,7,0,0,0,.111
20200819,OB,33,28,3,6,0,0,1,9,3,0,1,4,1,0,6,3,0,0,.167
20200819,SK,57,46,26,22,4,0,6,44,26,0,1,10,1,0,4,0,0,0,.500
20200819,SS,38,34,4,11,0,0,0,11,4,0,0,2,0,0,7,3,0,2,.400
20200819,WO,40,35,6,8,3,0,1,14,6,1,0,3,2,0,5,1,0,0,.300
20200820,HH,34,29,0,2,0,0,0,2,0,0,0,5,0,0,9,0,0,0,.000
20200820,HT,39,33,2,5,0,0,0,5,1,0,0,5,1,0,10,0,0,0,.250
20200820,KT,36,31,3,6,0,0,1,9,3,3,0,4,0,1,5,1,1,0,.111
20200820,LG,38,36,5,9,1,0,1,13,5,1,0,2,0,0,9,1,0,0,.250
20200820,LT,44,36,6,11,2,1,1,18,6,2,0,7,0,1,7,1,1,0,.200
20200820,NC,51,45,14,21,3,0,1,27,13,3,0,3,0,0,6,0,2,1,.579
20200820,OB,43,40,5,14,4,0,0,18,5,0,0,3,0,0,10,1,0,0,.231
20200820,SK,40,35,3,11,0,0,2,17,3,0,0,4,0,0,6,2,0,1,.000
20200820,SS,42,35,8,9,2,0,0,11,7,2,0,6,0,0,9,1,1,0,.556
20200820,WO,39,31,6,8,2,0,0,10,6,2,0,6,1,0,6,1,0,1,.333
20200821,HH,37,35,5,11,2,0,1,16,5,0,0,2,0,0,6,1,0,0,.400
20200821,HT,38,34,4,9,0,0,2,15,4,1,1,2,1,0,5,0,1,0,.333
20200821,KT,35,30,1,4,0,0,1,7,1,0,0,4,1,0,12,1,0,0,.250
20200821,LG,42,36,7,10,1,1,2,19,7,1,0,6,0,0,6,0,0,0,.333
20200821,LT,33,31,0,3,1,0,0,4,0,2,0,2,0,1,8,0,0,0,.000
20200821,NC,43,38,10,10,5,0,1,18,7,0,0,4,0,0,10,0,1,0,.333
20200821,OB,36,31,1,5,0,0,0,5,1,0,0,4,0,1,6,0,1,0,.143
20200821,SK,43,32,8,12,2,0,0,14,8,0,0,5,3,1,2,0,2,1,.273
20200821,SS,47,37,6,11,1,1,2,20,6,0,0,8,1,0,8,1,0,1,.133
20200821,WO,36,33,3,6,0,0,1,9,3,1,0,2,1,0,6,0,0,0,.167
20200822,HT,37,34,3,7,0,0,0,7,3,2,0,3,0,0,10,0,0,0,.300
